Reduced Cell Formula,Working Ion,nZn_max,nAl_max,nMg_max,nK_max,nLi_max,n_alkaline_earth_metals,n_lanthanoids,n_metalloids,n_post_transition_metals,n_reactive_nonmetals,n_transition_metals,n_alkali_metals,n_actinoids,nBe,nSr,nBa,nCa,nPr,nHo,nCe,nTb,nGd,nLa,nLu,nNd,nSi,nGe,nTe,nSb,nAs,nSn,nBi,nGa,nO,nP,nS,nF,nI,nSe,nN,nH,nCl,nBr,nCu,nV,nFe,nTi,nCr,nMn,nNi,nCo,nW,nMo,nTa,nNb,nZr,nSc,nRe,nIr,nAg,nTc,nY,nNa,nLi,nRb,nCs,nU,Average Voltage,V_level_overall,Capacity Grav,C_grav_level_overall,Capacity Vol,C_vol_level_overall,Specific E Wh/kg,specific_e_level_overall,E Density Wh/l,e_density_level_overall,Working_Ion_Number,Working_Ion
Zn0 –0.25MnO2,Zn,0.25,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.1,Mid,130,Mid,573,Mid,143,Mid,631,Mid,1,Zn
Zn0 –0.25FeO2,Zn,0.25,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1.47,Mid,129,Mid,595,Mid,189,Mid,873,Mid,1,Zn
Zn0 –0.25CrO2,Zn,0.25,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.82,Mid,134,Mid,588,Mid,243,Mid,1068,Mid,1,Zn
Al1 –2BiSe4,Al,,2,,,,0,0,0,0,4,0,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,4,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,1.21,Low,139,Mid,659,Mid,168,Mid,798,Mid,2,Al
Al0.27 –0.33Ni,Al,,0.27,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,0,,,,,,,,,,0,1.15,Low,79,Mid,591,Mid,91,Mid,683,Mid,2,Al
Al0 –24MnCr,Al,,24,,,,0,0,0,0,0,2,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,0,,0,,,,,,,,,,0,0.03,Low,2558,Mid,7619,Mid,81,High,241,High,2,Al
Al0 –3Cr,Al,,3,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,0,,,,,,,,,,0,0.06,Low,1814,Mid,6923,Mid,111,High,424,High,2,Al
Al0 –2Cu,Al,,2,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,0.09,Low,1368,Mid,5563,Mid,121,High,490,High,2,Al
Al0.33 –1CuSe2,Al,,1,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,1.09,Low,216,Mid,1004,Mid,235,Mid,1095,Mid,2,Al
Al0 –12Mn,Al,,12,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,0,,,,,,,,,,0,0.04,Low,2548,Mid,7593,Mid,93,High,276,High,2,Al
Al1.33 –2NiO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,0,,0,,,,,,,,,,0,3.34,Low,303,Mid,1335,Mid,1013,Mid,4458,Mid,2,Al
Al0.67 –1CuO2,Al,,1,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,3.22,Low,219,Mid,1086,Mid,704,Mid,3493,Mid,2,Al
Al1.33 –2CoO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,0,,0,,,,,,,,,,0,3.22,Low,303,Mid,1300,Mid,975,Mid,4183,Mid,2,Al
Al1.33 –2FeO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,2.86,Low,308,Mid,1268,Mid,883,Mid,3632,Mid,2,Al
Al0 –0.25VS2,Al,,0.25,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,0,,0,,,,,,,,,,0,1.13,Low,165,Mid,583,Mid,186,Mid,657,Mid,2,Al
Al0 –1Fe,Al,,1,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,0.48,Low,971,Mid,5622,Mid,468,High,2708,High,2,Al
Al4.33 –5CuS8,Al,,5,,,,0,0,0,0,8,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,8,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,1.67,Low,118,Mid,355,Mid,196,Mid,592,Mid,2,Al
Al0.33 –1CuS2,Al,,1,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,1.48,Low,347,Mid,1191,Mid,513,Mid,1763,Mid,2,Al
Al0 –12W,Al,,12,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,0,0.03,Low,1901,Mid,7333,Mid,51,High,198,High,2,Al
Al0 –5W,Al,,5,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,0,0.1,Low,1261,Mid,7190,Mid,123,High,699,High,2,Al
Al1.67 –2BiS4,Al,,2,,,,0,0,0,1,4,0,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,2.12,Low,69,Mid,250,Mid,145,Mid,530,Mid,2,Al
Al3.33 –4Bi2O9,Al,,4,,,,0,0,0,2,9,0,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,2,,9,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,4.05,Low,80,Mid,481,Mid,324,Mid,1949,Mid,2,Al
Al0.67 –1FePO5,Al,,1,,,,0,0,0,0,6,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,5,1,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,3.24,Low,138,Mid,423,Mid,448,Mid,1370,Mid,2,Al
Al0 –1Zr5Sb3,Al,,1,,,,0,0,3,0,0,5,0,0,0,,,0,,0,,0,0,0,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,0,0.36,Low,95,Mid,691,Mid,34,Mid,246,Mid,2,Al
Al0 –5Mo,Al,,5,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,0,,,,,,,,,,0,0.12,Low,1742,Mid,7176,Mid,216,High,892,High,2,Al
Al0 –12Mo,Al,,12,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,0,,,,,,,,,,0,0.04,Low,2299,Mid,7346,Mid,93,High,298,High,2,Al
Al1.33 –2Rb2Sb2O7,Al,,2,,,,0,0,2,0,7,0,2,0,0,,,0,,0,,0,0,0,,,,0,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,,0,4.13,Low,92,Mid,362,Mid,381,Mid,1495,Mid,2,Al
Al0 –1Zr5Sn3,Al,,1,,,,0,0,0,3,0,5,0,0,0,,,0,,0,,0,0,0,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,0,0.29,Low,96,Mid,681,Mid,28,Mid,198,Mid,2,Al
AlMn13Si2(SbO14)2,Al,,1,,,,0,0,4,0,28,13,0,0,0,,,0,,0,,0,0,0,,,2,0,,2,,,,,28,,,,,,,,,,,,,,,13,,,,,,0,,0,,,,,,,,,,0,2.94,Low,205,Mid,898,Mid,601,Mid,2636,Mid,2,Al
Al0 –2MnO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,0,,0,,,,,,,,,,0,3.08,Low,930,Mid,3728,Mid,2867,High,11492,High,2,Al
Al0 –1Ti3C2,Al,,1,,,,0,0,0,0,0,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0,,0,,,,,,,,,,0,0.4,Low,413,Mid,1739,Mid,166,Mid,698,Mid,2,Al
AlFe13Si2(SbO14)2,Al,,1,,,,0,0,4,0,28,13,0,0,0,,,0,,0,,0,0,0,,,2,0,,2,,,,,28,,,,,,,,,,,,13,,,,,,,,,0,,0,,,,,,,,,,0,2.87,Low,203,Mid,937,Mid,583,Mid,2685,Mid,2,Al
Al0 –1Sb,Al,,1,,,,0,0,1,0,0,0,0,0,0,,,0,,0,,0,0,0,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,0.21,Low,541,Mid,2205,Mid,114,Mid,467,Mid,2,Al
Al0.27 –0.33Cu,Al,,0.33,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,0.62,Low,74,Mid,540,Mid,46,Mid,334,Mid,2,Al
Al1.67 –2NiO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,0,,0,,,,,,,,,,0,3.43,Low,152,Mid,663,Mid,520,Mid,2274,Mid,2,Al
Al1.33 –2FeO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,2.75,Low,308,Mid,1268,Mid,849,Mid,3492,Mid,2,Al
Al1.33 –2CoO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,0,,0,,,,,,,,,,0,3.13,Low,303,Mid,1298,Mid,949,Mid,4066,Mid,2,Al
Al10 –10.25V,Al,,10.25,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,,0,,,,,,,,,,0,0.07,Low,61,Mid,176,Mid,5,Mid,13,Mid,2,Al
Al0.33 –1FeF5,Al,,1,,,,0,0,0,0,5,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,5,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,4.27,Low,301,Mid,1031,Mid,1286,Mid,4399,Mid,2,Al
Al0 –0.67MnSiO4,Al,,0.67,,,,0,0,1,0,4,1,0,0,0,,,0,,0,,0,0,0,,,1,0,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,0,,0,,,,,,,,,,0,3.72,Low,325,Mid,1319,Mid,1209,Mid,4908,Mid,2,Al
Al0.33 –1MnF5,Al,,1,,,,0,0,0,0,5,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,0,,0,,,,,,,,,,0,4.29,Low,303,Mid,1006,Mid,1300,Mid,4314,Mid,2,Al
AlV(WO4)2,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,1,,,,,,,2,,,0,,0,,,,,,,,,,0,2.02,Low,140,Mid,1015,Mid,284,Mid,2054,Mid,2,Al
Al0 –1Sb,Al,,1,,,,0,0,1,0,0,0,0,0,0,,,0,,0,,0,0,0,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,0.2,Low,541,Mid,2205,Mid,106,Mid,432,Mid,2,Al
Al4.33 –5CuSe8,Al,,5,,,,0,0,0,0,8,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,8,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,1.23,Low,65,Mid,297,Mid,79,Mid,365,Mid,2,Al
Al0 –0.67FeSiO4,Al,,0.67,,,,0,0,1,0,4,1,0,0,0,,,0,,0,,0,0,0,,,1,0,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,3.5,Low,323,Mid,1345,Mid,1132,Mid,4713,Mid,2,Al
Al1 –3Ti,Al,,3,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,0,,,,,,,,,,0,0.16,Low,1248,Mid,4248,Mid,201,High,686,High,2,Al
Al0 –0.5NiO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,0,,0,,,,,,,,,,0,3.04,Low,386,Mid,1932,Mid,1171,Mid,5864,Mid,2,Al
Al0 –0.5VO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,0,,0,,,,,,,,,,0,1.68,Low,417,Mid,1783,Mid,700,Mid,2996,Mid,2,Al
Al1.67 –2CuSi2O7F2,Al,,2,,,,0,0,2,0,9,1,0,0,0,,,0,,0,,0,0,0,,,2,0,,,,,,,7,,,2,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,4.08,Low,83,Mid,290,Mid,337,Mid,1181,Mid,2,Al
Al1 –2MnTc,Al,,2,,,,0,0,0,0,0,2,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,0,,,,1,,,,,,0,0.87,Low,389,Mid,2386,Mid,337,Mid,2068,Mid,2,Al
AlFe(SiO6)2,Al,,1,,,,0,0,2,0,12,1,0,0,0,,,0,,0,,0,0,0,,,2,0,,,,,,,12,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,3.13,Low,94,Mid,353,Mid,295,Mid,1104,Mid,2,Al
Al0.67 –1FeO3,Al,,1,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,3.52,Low,205,Mid,868,Mid,721,Mid,3054,Mid,2,Al
AlFe(WO4)2,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,1,,,,,,2,,,0,,0,,,,,,,,,,0,2.46,Low,139,Mid,1023,Mid,342,Mid,2516,Mid,2,Al
AlCr(WO4)2,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,1,,,,2,,,0,,0,,,,,,,,,,0,2.41,Low,140,Mid,1028,Mid,337,Mid,2475,Mid,2,Al
Al0 –1Sr2YCo2O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,2,,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,,,2,,,,0,,0,,,,,1,,,,,0,2.64,Low,154,Mid,760,Mid,407,Mid,2005,Mid,2,Al
Al0 –1Sr2YFe2O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,2,,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,2,,,,,,,,,0,,0,,,,,1,,,,,0,2.23,Low,156,Mid,736,Mid,349,Mid,1644,Mid,2,Al
AlMo(WO4)2,Al,,1,,,,0,0,0,0,8,4,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,,,,2,2,,0,,0,,,,,,,,,,0,1.79,Low,130,Mid,974,Mid,233,Mid,1747,Mid,2,Al
Al0 –0.67CoSiO4,Al,,0.67,,,,0,0,1,0,4,1,0,0,0,,,0,,0,,0,0,0,,,1,0,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,0,,0,,,,,,,,,,0,3.95,Low,317,Mid,1380,Mid,1254,Mid,5455,Mid,2,Al
Al0 –0.5CoO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,0,,0,,,,,,,,,,0,3.11,Low,385,Mid,1901,Mid,1197,Mid,5911,Mid,2,Al
Al0 –0.5FeO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,2.77,Low,397,Mid,1812,Mid,1098,Mid,5016,Mid,2,Al
Al0.33 –1BiO3,Al,,1,,,,0,0,0,1,3,0,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,2.83,Low,189,Mid,1566,Mid,535,Mid,4436,Mid,2,Al
Al0 –1Sr2YNi2O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,2,,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,,2,,,,,0,,0,,,,,1,,,,,0,3.36,Low,154,Mid,779,Mid,519,Mid,2618,Mid,2,Al
Al0 –0.5NiO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,0,,0,,,,,,,,,,0,3.62,Low,386,Mid,1946,Mid,1397,Mid,7043,Mid,2,Al
Al1.67 –2CuO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,3.05,Low,148,Mid,657,Mid,451,Mid,2008,Mid,2,Al
Al1.67 –2CuO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,3.21,Low,148,Mid,656,Mid,474,Mid,2107,Mid,2,Al
Al0 –1W3O8,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,,,,3,,,0,,0,,,,,,,,,,0,1.66,Low,114,Mid,974,Mid,189,Mid,1618,Mid,2,Al
Al0 –1Sr2YMn2O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,2,,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,2,,,,,,0,,0,,,,,1,,,,,0,2.45,Low,157,Mid,713,Mid,384,Mid,1748,Mid,2,Al
Al0 –0.5TiO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,0,,0,,,,,,,,,,0,0.75,Low,431,Mid,1825,Mid,323,Mid,1370,Mid,2,Al
AlMn(WO4)2,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,1,,,2,,,0,,0,,,,,,,,,,0,2.35,Low,139,Mid,995,Mid,328,Mid,2343,Mid,2,Al
Al1.33 –2FeO4,Al,,2,,,,0,0,0,0,4,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,2.62,Low,308,Mid,1282,Mid,807,Mid,3356,Mid,2,Al
Al0 –20CeCo2,Al,,20,,,,0,1,0,0,0,2,0,0,0,,,0,,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,0,,,,,,,,,,0,0.05,Low,2016,Mid,7150,Mid,99,High,351,High,2,Al
Al0 –1Sr2YCr2O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,2,,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,2,,,,,,,0,,0,,,,,1,,,,,0,2.11,Low,159,Mid,735,Mid,334,Mid,1547,Mid,2,Al
Al0 –0.67CrSiO4,Al,,0.67,,,,0,0,1,0,4,1,0,0,0,,,0,,0,,0,0,0,,,1,0,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,0,,0,,,,,,,,,,0,2.94,Low,331,Mid,1316,Mid,973,Mid,3872,Mid,2,Al
AlTa(WO4)2,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,,,,2,,1,0,,0,,,,,,,,,,0,1.86,Low,114,Mid,978,Mid,213,Mid,1822,Mid,2,Al
AlSb(WO4)2,Al,,1,,,,0,0,1,0,8,2,0,0,0,,,0,,0,,0,0,0,,,,0,,1,,,,,8,,,,,,,,,,,,,,,,,,2,,,0,,0,,,,,,,,,,0,1.86,Low,125,Mid,978,Mid,233,Mid,1824,Mid,2,Al
Al0 –1Rb2CuF6,Al,,1,,,,0,0,0,0,6,1,2,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,6,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,2,,0,3.18,Low,214,Mid,909,Mid,681,Mid,2893,Mid,2,Al
AlBi(WO4)2,Al,,1,,,,0,0,0,1,8,2,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,1,,8,,,,,,,,,,,,,,,,,,2,,,0,,0,,,,,,,,,,0,2.04,Low,110,Mid,850,Mid,225,Mid,1738,Mid,2,Al
Al0 –0.5VO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,0,,0,,,,,,,,,,0,1.41,Low,417,Mid,1768,Mid,589,Mid,2496,Mid,2,Al
Al0 –0.38MoS2,Al,,0.38,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,0,,0,,,,,,,,,,0,0.67,Low,177,Mid,812,Mid,120,Mid,548,Mid,2,Al
AlSn(WO4)2,Al,,1,,,,0,0,0,1,8,2,0,0,0,,,0,,0,,0,0,0,,,,0,,,,1,,,8,,,,,,,,,,,,,,,,,,2,,,0,,0,,,,,,,,,,0,1.56,Low,125,Mid,975,Mid,195,Mid,1519,Mid,2,Al
Al0 –0.67VSiO4,Al,,0.67,,,,0,0,1,0,4,1,0,0,0,,,0,,0,,0,0,0,,,1,0,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,0,,0,,,,,,,,,,0,2.24,Low,333,Mid,1314,Mid,746,Mid,2943,Mid,2,Al
AlTi(WO4)2,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,1,,,,,2,,,0,,0,,,,,,,,,,0,1.63,Low,141,Mid,1019,Mid,229,Mid,1656,Mid,2,Al
Al1 –3Cu,Al,,3,,,,0,0,0,0,0,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,-0.03,Low,1113,Mid,4419,Mid,-28,High,-113,High,2,Al
Al0 –0.5CrO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,0,,0,,,,,,,,,,0,2.17,Low,412,Mid,1802,Mid,894,Mid,3905,Mid,2,Al
Al0 –0.5CoO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,0,,0,,,,,,,,,,0,2.63,Low,385,Mid,1888,Mid,1012,Mid,4966,Mid,2,Al
Al0 –1BaCo4O7,Al,,1,,,,1,0,0,0,7,4,0,0,0,,1,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,,,4,,,,0,,0,,,,,,,,,,0,2.57,Low,157,Mid,843,Mid,404,Mid,2167,Mid,2,Al
Al0 –0.5MnS2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,0,,0,,,,,,,,,,0,0.48,Low,303,Mid,1085,Mid,145,Mid,520,Mid,2,Al
Al0 –0.5CoS2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,0,,0,,,,,,,,,,0,0.78,Low,294,Mid,1197,Mid,229,Mid,930,Mid,2,Al
Al0 –0.5MnO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,0,,0,,,,,,,,,,0,2.16,Low,400,Mid,1746,Mid,865,Mid,3772,Mid,2,Al
Al0 –0.67SiNiO4,Al,,0.67,,,,0,0,1,0,4,1,0,0,0,,,0,,0,,0,0,0,,,1,0,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,0,,0,,,,,,,,,,0,4.08,Low,318,Mid,1372,Mid,1295,Mid,5594,Mid,2,Al
Al0 –0.5CuO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,2.84,Low,369,Mid,1904,Mid,1048,Mid,5415,Mid,2,Al
AlRe(WO4)2,Al,,1,,,,0,0,0,0,8,2,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,,,,2,,,0,,0,,,,,,,,,,0,1.7,Low,113,Mid,987,Mid,193,Mid,1682,Mid,2,Al
AlCo(WO4)2,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,,,1,2,,,0,,0,,,,,,,,,,0,2.48,Low,138,Mid,1020,Mid,342,Mid,2525,Mid,2,Al
Al0 –1Sr2GaCo2O7,Al,,1,,,,2,0,0,1,7,2,0,0,0,2,,0,,0,,0,0,0,,,,0,,,,,,1,7,,,,,,,,,,,,,,,,,2,,,,0,,0,,,,,,,,,,0,2.52,Low,160,Mid,786,Mid,404,Mid,1982,Mid,2,Al
Al0 –1BaCu4O7,Al,,1,,,,1,0,0,0,7,1,0,0,0,,1,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,3.08,Low,152,Mid,868,Mid,467,Mid,2677,Mid,2,Al
